aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
norseman	one of the ancient scandinavians a northman
northeaster	a storm strong wind or gale coming from the northeast
norther	a wind from the north esp a strong and cold north wind in texas and the vicinity of the gulf of mexico
northness	a tendency in the end of a magnetic needle to point to the north
norwegium	a rare metallic element of doubtful identification said to occur in the coppernickel of norway
noseband	that part of the headstall of a bridle which passes over a horses nose
nostalgia	homesickness esp a severe and sometimes fatal form of melancholia due to homesickness
nostril	one of the external openings of the nose which give passage to the air breathed and to secretions from the nose and eyes one of the anterior nares
notandum	a thing to be noted or observed a notable fact  chiefly used in the plural
notchboard	the board which receives the ends of the steps in a staircase
note	to notice with care to observe to remark to heed to attend to
notice	the act of noting remarking or observing observation by the senses or intellect cognizance note
notionist	one whose opinions are ungrounded notions
notodontian	any one of several species of bombycid moths belonging to notodonta nerice and allied genera the caterpillar of these moths has a hump or spine on its back
notoriety	the quality or condition of being notorious the state of being generally or publicly known  commonly used in an unfavorable sense as the notoriety of a crime
nototrema	the pouched or marsupial frog of south america
nous	intellect understanding talent  used humorously
novatianism	the doctrines or principles of the novatians
november	the eleventh month of the year containing thirty days
novitiate	the state of being a novice time of initiation or instruction in rudiments
noyau	a cordial of brandy etc flavored with the kernel of the bitter almond or of the peach stone etc
nubia	a light fabric of wool worn on the head by women a cloud
nucament	a catkin or ament the flower cluster of the hazel pine willow and the like
nucleoidioplasma	hyaline plasma contained in the nucleus of vegetable cells
nucleoplasm	the matter composing the nucleus of a cell the protoplasm of the nucleus karyoplasma
nucula	a genus of small marine bivalve shells having a pearly interior
nugget	a lump a mass esp a native lump of a precious metal as a nugget of gold
nullifier	one who nullifies or makes void one who maintains the right to nullify a contract by one of the parties
numbfish	the torpedo which numbs by the electric shocks which it gives
numismatography	a treatise on or description of coins and medals
nummulation	the arrangement of the red blood corpuscles in rouleaux like piles of coins as when a drop of human blood is examined under the microscope
nunnation	the pronunciation of n at the end of words
nuphar	a genus of plants found in the freshwater ponds or lakes of europe asia and north america the yellow water lily cf nymphaea
nut	the fruit of certain trees and shrubs as of the almond walnut hickory beech filbert etc consisting of a hard and indehiscent shell inclosing a kernel
nutmeg	the kernel of the fruit of the nutmeg tree myristica fragrans a native of the molucca islands but cultivated elsewhere in the tropics
nutrition	in the broadest sense a process or series of processes by which the living organism as a whole or its component parts or organs is maintained in its normal condition of life and growth
nyctalopia	a disease of the eye in consequence of which the patient can see well in a faint light or at twilight but is unable to see during the day or in a strong light day blindness
nylgau	a large asiatic antelope boselaphus  portax tragocamelus found in northern india it has short horns a black mane and a bunch of long hair on the throat the general color is grayish brown
nympholepsy	a species of demoniac enthusiasm or possession coming upon one who had accidentally looked upon a nymph ecstasy
nystagmus	a rapid involuntary oscillation of the eyeballs
oarlock	the notch fork or other device on the gunwale of a boat in which the oar rests in rowing see rowlock
obesity	the state or quality of being obese incumbrance of flesh
obfuscation	the act of darkening or bewildering the state of being darkened
objection	the act of objecting as to prevent agreement or action by objection
objector	one who objects one who offers objections to a proposition or measure
oblationer	one who makes an offering as an act worship or reverence
oblectation	the act of pleasing highly the state of being greatly pleased delight
obligee	the person to whom another is bound or the person to whom a bond is given
obliquation	the act of becoming oblique a turning to one side obliquity as the obliquation of the eyes
obliteration	the act of obliterating or the state of being obliterated extinction
oblongum	a prolate spheroid a figure described by the revolution of an ellipse about its greater axis cf oblatum and see ellipsoid of revolution under ellipsoid
obolo	a copper coin used in the ionian islands about one cent in value
obreption	the act of creeping upon with secrecy or by surprise
obscurity	the quality or state of being obscure darkness privacy inconspicuousness unintelligibleness uncertainty
obsequy	the last duty or service to a person rendered after his death hence a rite or ceremony pertaining to burial  now used only in the plural
observantine	one of a branch of the order of franciscans who profess to adhere more strictly than the conventuals to the intention of the founder especially as to poverty  called also observants
observatory	a place or building for making observations on the heavenly bodies
obsignation	the act of sealing or ratifying the state of being sealed or confirmed confirmation as by the holy spirit
obsoleteness	the state of being obsolete or no longer used a state of desuetude
obstetrication	the act of assisting as a midwife delivery
obstruction	the act of obstructing or state of being obstructed
obtenebration	the act of darkening the state of being darkened darkness
obturation	the act of stopping up or closing an opening
obtusion	the act or process of making obtuse or blunt
obviation	the act of obviating or the state of being obviated
occasionality	quality or state of being occasional occasional occurrence
occiput	the back or posterior part of the head or skull the region of the occipital bone
occupancy	the act of taking or holding possession possession occupation
ocean	the whole body of salt water which covers more than three fifths of the surface of the globe  called also the sea or great sea
oceanus	the god of the great outer sea or the river which was believed to flow around the whole earth
octachord	an instrument of eight strings a system of eight tones
octagon	a plane figure of eight sides and eight angles
octahedrite	titanium dioxide occurring in acute octahedral crystals
octameter	a verse containing eight feet as deep into the  darkness  peering  long i  stood there  wondring  fearing
octane	any one of a group of metametric hydrocarcons ch of the methane series the most important is a colorless volatile inflammable liquid found in petroleum and a constituent of benzene or ligroin
octateuch	a collection of eight books especially the first eight books of the old testament
octavo	a book composed of sheets each of which is folded into eight leaves hence indicating more or less definitely a size of book so made  usually written vo or
october	the tenth month of the year containing thirtyone days
octopus	a genus of eightarmed cephalopods including numerous species some of them of large size see devilfish
octroi	a privilege granted by the sovereign authority as the exclusive right of trade granted to a guild or society a concession
oculist	one skilled in treating diseases of the eye
ocypodian	one of a tribe of crabs which live in holes in the sand along the seashore and run very rapidly  whence the name
oddity	the quality or state of being odd singularity queerness peculiarity as oddity of dress manners and the like
odin	the supreme deity of the scandinavians  the same as woden of the german tribes
odmyl	a volatile liquid obtained by boiling sulphur with linseed oil it has an unpleasant garlic odor
odometry	measurement of distances by the odometer
odontopteryx	an extinct eocene bird having the jaws strongly serrated or dentated but destitute of true teeth it was found near london
odorline	a pungent oily substance obtained by redistilling bone oil
oecology	the various relations of animals and plants to one another and to the outer world
oelet	an eye bud or shoot as of a plant an oilet
oenanthylate	a salt of nanthylic acid as potassium oenanthylate
offender	one who offends one who violates any law divine or human a wrongdoer
offerer	one who offers esp one who offers something to god in worship
office	that which a person does either voluntarily or by appointment for or with reference to others customary duty or a duty that arises from the relations of man to man as kind offices pious offices
official	of or pertaining to an office or public trust as official duties or routine
officiant	the officer who officiates or performs an office as the burial office
offset	in general that which is set off from before or against something
offskip	that part of a landscape which recedes from the spectator into distance
ogive	the arch or rib which crosses a gothic vault diagonally
oilcloth	cloth treated with oil or paint and used for marking garments covering floors etc
oillet	a small opening or loophole sometimes circular used in mediaeval fortifications
oilseed	seed from which oil is expressed as the castor bean also the plant yielding such seed see castor bean
ointment	that which serves to anoint any soft unctuous substance used for smearing or anointing an unguent
okenite	a massive and fibrous mineral of a whitish color chiefly hydrous silicate of lime
oldmaidism	the condition or characteristics of an old maid
oleate	a salt of oleic acid some oleates as the oleate of mercury are used in medicine by way of inunction
olefine	olefiant gas or ethylene hence by extension any one of the series of unsaturated hydrocarbons of which ethylene is a type see ethylene
oleometer	an instrument for ascertaining the weight and purity of oil an elaiometer
oleosity	the state or quality of being oily or fat fatness
oligarchy	a form of government in which the supreme power is placed in the hands of a few persons also those who form the ruling few
olivenite	an olivegreen mineral a hydrous arseniate of copper olive ore
olivine	a common name of the yellowish green mineral chrysolite esp the variety found in eruptive rocks
ology	a colloquial or humorous name for any science or branch of knowledge
omasum	the third division of the stomach of ruminants see manyplies and illust under ruminant
omega	the last letter of the greek alphabet see alpha
omen	an occurrence supposed to portend or show the character of some future event any indication or action regarded as a foreshowing a foreboding a presage an augury
omentum	a free fold of the peritoneum or one serving to connect viscera support blood vessels etc an epiploon
omission	the act of omitting neglect or failure to do something required by propriety or duty
ommateum	a compound eye as of insects and crustaceans
omnipresence	presence in every place at the same time unbounded or universal presence ubiquity
omniumgatherum	a miscellaneous collection of things or persons a confused mixture a medley
omosternum	the anterior element of the sternum which projects forward from between the clavicles in many batrachians and is usually tipped with cartilage
omphalode	the central part of the hilum of a seed through which the nutrient vessels pass into the rhaphe or the chalaza  called also omphalodium
omphalopsychite	a name of the hesychasts from their habit of gazing upon the navel
onager	a military engine acting like a sling which threw stones from a bag or wooden bucket and was operated by machinery
oncometer	an instrument for measuring the variations in size of the internal organs of the body as the kidney spleen etc
oneness	the state of being one singleness in number individuality unity
ongoing	the act of going forward progress pl affairs business current events
onomancy	divination by the letters of a name nomancy
onomatechny	prognostication by the letters of a name
ontology	that department of the science of metaphysics which investigates and explains the nature and essential properties and relations of all beings as such or the principles and causes of being
onyx	chalcedony in parallel layers of different shades of color it is used for making cameos the figure being cut in one layer with the next as a ground
oogonium	a special cell in certain cryptogamous plants containing oospheres as in the rockweeds fucus and the orders vaucherieae and peronosporeae
oology	the science of eggs in relation to their coloring size shape and number
oosperm	the ovum after fusion with the spermatozoon in impregnation
oospore	a special kind of spore resulting from the fertilization of an oosphere by antherozoids
ootocoid	a half oviparous or an oviparous mammal a marsupial or monotreme
opaqueness	the state or quality of being impervious to light opacity
operancy	the act of operating or working operation
operator	one who or that which operates or produces an effect
ophiology	that part of natural history which treats of the ophidians or serpents
ophiophagus	a genus of venomous east indian snakes which feed on other snakes ophiophagus elaps is said to be the largest and most deadly of poisonous snakes
ophthalmometer	an instrument devised by helmholtz for measuring the size of a reflected image on the convex surface of the cornea and lens of the eye by which their curvature can be ascertained
opinicus	an imaginary animal borne as a charge having wings an eagles head and a short tail  sometimes represented without wings
opisometer	an instrument with a revolving wheel for measuring a curved line as on a map
opium	the inspissated juice of the papaver somniferum or white poppy
opossum	any american marsupial of the genera didelphys and chironectes the common species of the united states is didelphys virginiana
oppletion	the act of filling up or the state of being filled up fullness
opportunity	fit or convenient time a time or place favorable for executing a purpose a suitable combination of conditions suitable occasion chance
oppressor	one who oppresses one who imposes unjust burdens on others one who harasses others with unjust laws or unreasonable severity
oppugner	one who opposes or attacks that which opposes
optimist	one who holds the opinion that all events are ordered for the best
optometer	an instrument for measuring the distance of distinct vision mainly for the selection of eveglasses
oquassa	a small handsome trout salvelinus oquassa found in some of the lakes in maine  called also blueback trout
orache	a genus atriplex of herbs or low shrubs of the goosefoot family most of them with a mealy surface
orangeroot	an american ranunculaceous plant hidrastis canadensis having a yellow tuberous root  also called yellowroot golden seal etc
orator	a public speaker one who delivers an oration especially one distinguished for his skill and power as a public speaker one who is eloquent
oratrix	a woman plaintiff or complainant in equity pleading
orbiculate	that which is orbiculate especially a solid the vertical section of which is oval and the horizontal section circular
orbit	the path described by a heavenly body in its periodical revolution around another body as the orbit of jupiter of the earth of the moon
orbitolites	a genus of living foraminifera forming broad thin circular disks containing numerous small chambers
orcein	a reddish brown amorphous dyestuff  obtained from orcin and forming the essential coloring matter of cudbear and archil it is closely related to litmus
orchestration	the arrangement of music for an orchestra orchestral treatment of a composition  called also instrumentation
orchidology	the branch of botany which treats of orchids
orderer	one who puts in order arranges methodizes or regulates
ordinability	capability of being ordained or appointed
ordonnance	the disposition of the parts of any composition with regard to one another and the whole
oread	one of the nymphs of mountains and grottoes
oreodon	a genus of extinct herbivorous mammals abundant in the tertiary formation of the rocky mountains it is more or less related to the camel hog and deer
organ	an instrument or medium by which some important action is performed or an important end accomplished as legislatures courts armies taxgatherers etc are organs of government
organogenesis	the origin and development of organs in animals and plants
organology	the science of organs or of anything considered as an organic structure
organzine	a kind of double thrown silk of very fine texture that is silk twisted like a rope with different strands so as to increase its strength
orgyia	a genus of bombycid moths whose caterpillars esp those of orgyia leucostigma are often very injurious to fruit trees and shade trees the female is wingless called also vaporer moth
orientality	the quality or state of being oriental or eastern
orientation	the act or process of orientating determination of the points of the compass or the east point in taking bearings
origanum	a genus of aromatic labiate plants including the sweet marjoram o marjorana and the wild marjoram o vulgare
origination	the act or process of bringing or coming into existence first production
orion	a large and bright constellation on the equator between the stars aldebaran and sirius it contains a remarkable nebula visible to the naked eye
orle	a bearing in the form of a fillet round the shield within but at some distance from the border
orlop	the lowest deck of a vessel esp of a ship of war consisting of a platform laid over the beams in the hold on which the cables are coiled
ornithichnite	the footmark of a bird occurring in strata of stone
ornithologist	one skilled in ornithology a student of ornithology one who describes birds
orography	that branch of science which treats of mountains and mountain systems orology as the orography of western europe
orphanhood	the state or condition of being an orphan orphanage
orpheus	the famous mythic thracian poet son of the muse calliope and husband of eurydice he is reputed to have had power to entrance beasts and inanimate objects by the music of his lyre
orpin	a yellow pigment of various degrees of intensity approaching also to red
orsedue	leaf metal of bronze dutch metal see under dutch
ort	a morsel left at a meal a fragment refuse  commonly used in the plural
orthis	an extinct genus of brachiopoda abundant in the paleozoic rocks
orthocenter	that point in which the three perpendiculars let fall from the angles of a triangle upon the opposite sides or the sides produced mutually intersect
orthoclase	common or potash feldspar crystallizing in the monoclinic system and having two cleavages at right angles to each other see feldspar
orthodoxness	the quality or state of being orthodox orthodoxy
orthodromy	the act or art of sailing on a great circle
orthogamy	direct fertilization in plants as when the pollen fertilizing the ovules comes from the stamens of the same blossom  opposed to heterogamy
orthography	the art or practice of writing words with the proper letters according to standard usage conventionally correct spelling also mode of spelling as his orthography is vicious
orthophony	the art of correct articulation voice training
orthostichy	a longitudinal rank or row of leaves along a stem
orvietan	a kind of antidote for poisons a counter poison formerly in vogue
oscillaria	a genus of dark green or purplish black filamentous freshwater algae the threads of which have an automatic swaying or crawling motion called also oscillatoria
osmaterium	one of a pair of scent organs which the larvae of certain butterflies emit from the first body segment either above or below
osmometry	the study of osmose by means of the osmometer
osoberry	the small blueblack drupelike fruit of the nuttallia cerasiformis a shrub of oregon and california belonging to the cherry tribe of rosaceae
ossification	the formation of bone the process in the growth of an animal by which inorganic material mainly lime salts is deposited in cartilage or membrane forming bony tissue ostosis
ostensibility	the quality or state of being ostensible
ostension	the showing of the sacrament on the altar in order that it may receive the adoration of the communicants
osteocomma	a metamere of the vertebrate skeleton an osteomere a vertebra
osteodentine	a hard substance somewhat like bone which is sometimes deposited within the pulp cavity of teeth
osteolite	a massive impure apatite or calcium phosphate
osteoma	a tumor composed mainly of bone a tumor of a bone
osteotomy	the dissection or anatomy of bones osteology
ostracean	any one of a family of bivalves of which the oyster is the type
ostracism	banishment by popular vote  a means adopted at athens to rid the city of a person whose talent and influence gave umbrage
otorrha	a flow or running from the ear esp a purulent discharge
otoscopy	the examination of the ear the art of using the otoscope
oubliette	a dungeon with an opening only at the top found in some old castles and other strongholds into which persons condemned to perpetual imprisonment or to perish secretly were thrust or lured to fall
ounce	a weight the sixteenth part of a pound avoirdupois and containing  grains
outbuilding	a building separate from and subordinate to the main house an outhouse
outcrop	the coming out of a stratum to the surface of the ground
outgrowth	that which grows out of or proceeds from anything an excrescence an offshoot hence a result or consequence
outlet	the place or opening by which anything is let out a passage out an exit a vent
outline	the line which marks the outer limits of an object or figure the exterior line or edge contour
outloose	a loosing from an escape an outlet an evasion
outpatient	a patient who is outside a hospital but receives medical aid from it
outpost	a post or station without the limits of a camp or at a distance from the main body of an army for observation of the enemy
outrage	to commit outrage upon to subject to outrage to treat with violence or excessive abuse
outstreet	a street remote from the center of a town
ovalbumen	the albumin from white of eggs egg albumin  in distinction from serum albumin see albumin
ovariotomist	one who performs or is skilled in ovariotomy
overaction	perormance to excess exaggerated or excessive action
overanxiety	the state of being overanxious excessive anxiety
overflowing	an overflow that which overflows exuberance copiousness
overking	a king who has sovereignty over inferior kings or ruling princes
overliness	the quality or state of being overly carelessness
overproduction	excessive production supply beyond the demand
overruler	one who or that which controls governs or determines
overscrupulousness	the quality or state of being overscrupulous excess of scrupulousness
overshoe	a shoe that is worn over another for protection from wet or for extra warmth esp an indiarubber shoe a galoche
overskirt	an upper skirt shorter than the dress and usually draped
overstory	the clearstory or upper story of a building
overthwartness	the state of being overthwart perverseness
ovolo	a round convex molding see illust of column
owlet	a small owl especially the european species athene noctua and the california flammulated owlet megascops flammeolus
owner	one who owns a rightful proprietor one who has the legal or rightful title whether he is the possessor or not
oxalantin	a white crystalline nitrogenous substance chno obtained by the reduction of parabanic acid  called also leucoturic acid
oxalite	a yellow mineral consisting of oxalate of iron
oxamethane	ethyl oxamate obtained as a white scaly crystalline powder
oxbow	a frame of wood bent into the shape of the letter u and embracing an oxs neck as a kind of collar the upper ends passing through the bar of the yoke also anything so shaped as a bend in a river
oxhead	literally the head of an ox emblem of cuckoldom hence a dolt a blockhead
oxidability	capability of being converted into an oxide
oxide	a binary compound of oxygen with an atom or radical or a compound which is regarded as binary as iron oxide ethyl oxide nitrogen oxide etc
oxtongue	a name given to several plants from the shape and roughness of their leaves as anchusa officinalis a kind of bugloss and helminthia echioides both european herbs
oxymoron	a figure in which an epithet of a contrary signification is added to a word e g cruel kindness laborious idleness
oxyquinoline	hydroxy quinoline a phenol derivative of quinoline  called also carbostyril
oyer	a hearing or an inspection as of a deed bond etc as when a defendant in court prays oyer of a writing
ozena	a discharge of fetid matter from the nostril particularly if associated with ulceration of the soft parts and disease of the bones of the nose
ozonometer	an instrument for ascertaining the amount of ozone in the atmosphere or in any gaseous mixture
ozonoscope	an apparatus employed to indicate the presence or the amount of ozone
paca	a small south american rodent coelogenys paca having blackish brown fur with four parallel rows of white spots along its sides the spotted cavy it is nearly allied to the agouti and the guinea pig
pacer	one who or that which paces especially a horse that paces
parchesi	a game somewhat resembling backgammon originating in india
pachydactyl	a bird or other animal having thick toes
pacificator	one who or that which pacifies a peacemaker
pack	to make a pack of to arrange closely and securely in a pack hence to place and arrange compactly as in a pack to press into close order or narrow compass as to pack goods in a box to pack fish
packfong	a chinese alloy of nickel zinc and copper resembling german silver
paddlefish	a large ganoid fish polyodon spathula found in the rivers of the mississippi valley it has a long spatulashaped snout called also duckbilled cat and spoonbill sturgeon
padelion	a plant with pedately lobed leaves the ladys mantle
padishah	chief ruler monarch sovereign  a title of the sultan of turkey and of the shah of persia
pagan	one who worships false gods an idolater a heathen one who is neither a christian a mohammedan nor a jew
paganism	the state of being pagan pagan characteristics esp the worship of idols or false gods or the system of religious opinions and worship maintained by pagans heathenism
pageantry	scenic shows or spectacles taken collectively spectacular quality splendor
paging	the marking or numbering of the pages of a book
paguma	any one of several species of east indian viverrine mammals of the genus paguma they resemble a weasel in form
pahi	a large war canoe of the society islands
paigle	a species of primula either the cowslip or the primrose
painstaker	one who takes pains one careful and faithful in all work
painting	the act or employment of laying on or adorning with paints or colors
pal	a mate a partner esp an accomplice or confederate
palaeotype	a system of representing all spoken sounds by means of the printing types in common use
palanka	a camp permanently intrenched attached to turkish frontier fortresses
palatableness	the quality or state of being agreeable to the taste relish acceptableness
palatinate	the province or seigniory of a palatine the dignity of a palatine
paleface	a white person  an appellation supposed to have been applied to the whites by the american indians
palempore	a superior kind of dimity made in india  used for bed coverings
paleobotany	that branch of paleontology which treats of fossil plants
paleography	an ancient manner of writing ancient writings collectively as punic paleography
paleology	the study or knowledge of antiquities esp of prehistoric antiquities a discourse or treatise on antiquities archaeology
paleornithology	the branch of paleontology which treats of fossil birds
paleotherium	an extinct genus of herbivorous tertiary mammals once supposed to have resembled the tapir in form but now known to have had a more slender form with a long neck like that of a llama
palestra	a wrestling school hence a gymnasium or place for athletic exercise in general
palindrome	a word verse or sentence that is the same when read backward or forward as madam hannah or lewd did i live  evil i did dwel
palinurus	an instrument for obtaining directly without calculation the true bearing of the sun and thence the variation of the compass
pallah	a large south african antelope aepyceros melampus the male has long lyrate and annulated horns the general color is bay with a black crescent on the croup called also roodebok
palet	a perpendicular band upon an escutcheon one half the breadth of the pale
palmcrist	the palma christi jonah iv  margin and douay version note
palmette	a floral ornament common in greek and other ancient architecture  often called the honeysuckle ornament
palmite	a south african plant prionium palmita of the rush family having long serrated leaves the stems have been used for making brushes
palpiger	that portion of the labium which bears the palpi in insects
palpocil	a minute soft filamentary process springing from the surface of certain hydroids and sponges
palsy	paralysis complete or partial see paralysis
panade	bread boiled in water to the consistence of pulp and sweetened or flavored
panchway	a bengalese fouroared boat for passengers
pancreatin	one of the digestive ferments of the pancreatic juice also a preparation containing such a ferment made from the pancreas of animals and used in medicine as an aid to digestion
pandect	a treatise which comprehends the whole of any science
panderism	the employment arts or practices of a pander
pandore	an ancient musical instrument of the lute kind a bandore
pang	a paroxysm of extreme pain or anguish a sudden and transitory agony a throe as the pangs of death
panhellenium	an assembly or association of greeks from all the states of greece
panislamism	a desire or plan for the union of all mohammedan nations for the conquest of the world
panorpid	any neuropterous insect of the genus panorpa and allied genera the larvae feed on plant lice
panslavism	a scheme or desire to unite all the slavic races into one confederacy
panspermist	a believer in panspermy one who rejects the theory of spontaneous generation a biogenist
panstereorama	a model of a town or country in relief executed in wood cork pasteboard or the like
pantalet	one of the legs of the loose drawers worn by children and women particularly the lower part of such a garment coming below the knee often made in a separate piece  chiefly in the plural
pantamorph	that which assumes or exists in all forms
pantechnicon	a depository or place where all sorts of manufactured articles are collected for sale
panther	a large darkcolored variety of the leopard by some zoologists considered a distinct species it is marked with large ringlike spots the centers of which are darker than the color of the body
pantisocracy	a utopian community in which all should rule equally such as was devised by coleridge lovell and southey in their younger days
pantochronometer	an instrument combining a compass sundial and universal time dial
pantography	a general description entire view of an object
pantometer	an instrument for measuring angles for determining elevations distances etc
pantomimist	an actor in pantomime also a composer of pantomimes
pantophagy	the habit or power of eating all kinds of food
panurgy	skill in all kinds of work or business craft
papacy	the office and dignity of the pope or pontiff of rome papal jurisdiction
papaphobia	intense fear or dread of the pope or of the roman catholic church
papilla	any minute nipplelike projection as the papillae of the tongue
papilloma	a tumor formed by hypertrophy of the papillae of the skin or mucous membrane as a corn or a wart
papillote	a small piece of paper on which women roll up their hair to make it curl a curl paper
papist	a roman catholic one who adheres to the church of rome and the authority of the pope  an offensive designation applied to roman catholics by their opponents
papoose	a babe or young child of indian parentage in north america
papula	a pimple a small usually conical elevation of the cuticle produced by congestion accumulated secretion or hypertrophy of tissue a papule
papyrography	the process of multiplying copies of writings etc by means of the papyrograph
paracentesis	the perforation of a cavity of the body with a trocar aspirator or other suitable instrument for the evacuation of effused fluid pus or gas tapping
parachronism	an error in chronology by which the date of an event is set later than the time of its occurrence
paracorolla	a secondary or inner corolla a corona as of the narcissus
paradise	the garden of eden in which adam and eve were placed after their creation
parados	an intercepting mound erected in any part of a fortification to protect the defenders from a rear or ricochet fire a traverse
paradoxure	any species of paradoxurus a genus of asiatic viverrine mammals allied to the civet as the musang and the luwack or palm cat paradoxurus hermaphroditus see musang
parallelopiped	a solid the faces of which are six parallelograms the opposite pairs being parallel and equal to each other a prism whose base is a parallelogram
param	a white crystalline nitrogenous substance chn  called also dicyandiamide
paramere	one of the symmetrical halves of any one of the radii or spheromeres of a radiate animal as a starfish
paramo	a high bleak plateau or district with stunted trees and cold damp atmosphere as in the andes in south america
paranymph	a friend of the bridegroom who went with him in his chariot to fetch home the bride
parapet	a low wall especially one serving to protect the edge of a platform roof bridge or the like
paraphimosis	a condition in which the prepuce after being retracted behind the glans penis is constricted there and can not be brought forward into place again
parapleura	a chitinous piece between the metasternum and the pleuron of certain insects
parapterum	a special plate situated on the sides of the mesothorax and metathorax of certain insects
parasite	one who frequents the tables of the rich or who lives at anothers expense and earns his welcome by flattery a hangeron a toady a sycophant
parasol	a kind of small umbrella used by women as a protection from the sun
paratonnerre	a conductor of lightning a lightning rod
parcel	a portion of anything taken separately a fragment of a whole a part
parcener	a coheir or one of two or more persons to whom an estate of inheritance descends jointly and by whom it is held as one estate
parclose	a screen separating a chapel from the body of the church
parelectronomy	a condition of the muscles induced by exposure to severe cold in which the electrical action of the muscle is reversed
parentage	descent from parents or ancestors parents or ancestors considered with respect to their rank or character extraction birth as a man of noble parentage
parenthood	the state of a parent the office or character of a parent
parigenin	a curdy white substance obtained by the decomposition of parillin
parishioner	one who belongs to or is connected with a parish
parity	the quality or condition of being equal or equivalent a like state or degree equality close correspondence analogy as parity of reasoning
parkesine	a compound originally made from gun cotton and castor oil but later from different materials and used as a substitute for vulcanized india rubber and for ivory  called also xylotile
parlor	a room for business or social conversation for the reception of guests etc
parnassus	a mountain in greece sacred to apollo and the muses and famous for a temple of apollo and for the castalian spring
parochialism	the quality or state of being parochial in form or nature a system of management peculiar to parishes
parodist	one who writes a parody one who parodies
paronomasia	a play upon words a figure by which the same word is used in different senses or words similar in sound are set in opposition to each other so as to give antithetical force to the sentence punning
paronymy	the quality of being paronymous also the use of paronymous words
parostosis	ossification which takes place in purely fibrous tracts the formation of bone outside of the periosteum
parakeet	any one of numerous species of small parrots having a graduated tail which is frequently very long  called also paroquet and paraquet
parroter	one who simply repeats what he has heard
parsee	one of the adherents of the zoroastrian or ancient persian religion descended from persian refugees settled in india a fire worshiper a gheber
parsley	an aromatic umbelliferous herb carum petroselinum having finely divided leaves which are used in cookery and as a garnish
partaker	one who partakes a sharer a participator
partiality	the quality or state of being partial inclination to favor one party or one side of a question more than the other undue bias of mind
participation	the act or state of participating or sharing in common with others as a participation in joy or sorrows
particularism	a minute description a detailed statement
parusia	a figure of speech by which the present tense is used instead of the past or the future as in the animated narration of past or in the prediction of future events
parvise	a court of entrance to or an inclosed space before a church hence a church porch  sometimes formerly used as place of meeting as for lawyers
pasigraphy	a system of universal writing or a manner of writing that may be understood and used by all nations
pasquin	a lampooner also a lampoon see pasquinade
passe partout	that by which one can pass anywhere a safeconduct
passing	the act of one who or that which passes the act of going by or away
passiveness	the quality or state of being passive unresisting submission
passparole	an order passed from front to rear by word of mouth
password	a word to be given before a person is allowed to pass a watchword a countersign
pasteboard	a stiff thick kind of paper board formed of several single sheets pasted one upon another or of paper macerated and pressed into molds etc
pastern	the part of the foot of the horse and allied animals between the fetlock and the coffin joint see illust of horse
pastille	a small cone or mass made of paste of gum benzoin cinnamon and other aromatics  used for fumigating or scenting the air of a room
pastorage	the office jurisdiction or duty of a pastor pastorate
pastorate	the office state or jurisdiction of a pastor
pasturer	one who pastures one who takes cattle to graze see agister
pataca	the spanish dollar  called also patacoon
patas	a west african longtailed monkey cercopithecus ruber the red monkey
patchery	botchery covering of defects bungling hypocrisy
paternoster	the lords prayer so called from the first two words of the latin version
pathfinder	one who discovers a way or path one who explores untraversed regions
pathmaker	one who or that which makes a way or path
pathology	the science which treats of diseases their nature causes progress symptoms etc
patina	a dish or plate of metal or earthenware a patella
patois	a dialect peculiar to the illiterate classes a provincial form of speech
patriarchism	government by a patriarch or the head of a family
patriciate	the patrician class the aristocracy also the office of patriarch
patrimony	a right or estate inherited from ones father or in a larger sense from any ancestor
patriotism	love of country devotion to the welfare of ones country the virtues and actions of a patriot the passion which inspires one to serve ones country
patristics	that departnent of historical theology which treats of the lives and doctrines of the fathers of the church
patron	one who protects supports or countenances a defender
patten	a clog or sole of wood usually supported by an iron ring worn to raise the feet from the wet or the mud
pattern	anything proposed for imitation an archetype an exemplar that which is to be or is worthy to be copied or imitated as a pattern of a machine
pauldron	a piece of armor covering the shoulder at the junction of the body piece and arm piece
paunch	the belly and its contents the abdomen also the first stomach or rumen of ruminants see rumen
pauperization	the act or process of reducing to pauperism
pause	a temporary stop or rest an intermission of action interruption suspension cessation
pavesade	a canvas screen formerly sometimes extended along the side of a vessel in a naval engagement to conceal from the enemy the operations on board
pavilion	a temporary movable habitation a large tent a marquee esp a tent raised on posts
pavon	a small triangular flag esp one attached to a knights lance a pennon
pawnbroker	one who makes a business of lending money on the security of personal property pledged or deposited in his keeping
pax	the kiss of peace also the embrace in the sanctuary now substituted for it at high mass in roman catholic churches
payer	one who pays specifically the person by whom a bill or note has been or should be paid
peacemaker	one who makes peace by reconciling parties that are at variance
peagrit	a coarse pisolitic limestone see pisolite
peanism	the song or shout of praise of battle or of triumph
pearlstone	a glassy volcanic rock of a grayish color and pearly luster often having a spherulitic concretionary structure due to the curved cracks produced by contraction in cooling see illust under perlitic
pearmain	the name of several kinds of apples as the blue pearmain winter pearmain and red pearmain
peasantry	peasants collectively the body of rustics
pebrine	an epidemic disease of the silkworm characterized by the presence of minute vibratory corpuscles in the blood
peccadillo	a slight trespass or offense a petty crime or fault
